loan_amnt,term,int_rate,grade,sub_grade,annual_inc,dti,purpose,home_ownership,loan_status
35000.0,36,12.99,C,C2,130000.0,13.63,credit_card,RENT,Fully Paid
26300.0,60,26.3,E,E5,100000.0,30.33,debt_consolidation,MORTGAGE,Charged Off
13000.0,60,15.99,C,C5,42500.0,23.86,debt_consolidation,RENT,Charged Off
25200.0,60,23.43,F,F1,60000.0,23.68,debt_consolidation,RENT,Charged Off
8000.0,36,15.61,D,D1,48500.0,17.87,debt_consolidation,MORTGAGE,Fully Paid
12000.0,36,16.59,D,D1,31000.0,5.46,debt_consolidation,MORTGAGE,Charged Off
4225.0,36,21.0,E,E2,15036.0,27.13,debt_consolidation,RENT,Charged Off
12725.0,60,24.5,F,F3,27264.0,20.82,debt_consolidation,MORTGAGE,Fully Paid
35000.0,36,19.24,E,E2,135000.0,11.65,debt_consolidation,MORTGAGE,Fully Paid
18000.0,60,22.4,E,E3,45000.0,27.23,debt_consolidation,MORTGAGE,Fully Paid
35000.0,36,25.88,F,F4,250000.0,13.49,credit_card,RENT,Fully Paid
20000.0,60,24.5,F,F3,72000.0,9.39,medical,RENT,Charged Off
3600.0,36,27.34,G,G1,30000.0,15.88,debt_consolidation,RENT,Fully Paid
20000.0,36,16.99,D,D1,78000.0,2.49,debt_consolidation,RENT,Charged Off
10325.0,60,23.99,F,F3,43000.0,37.23,debt_consolidation,MORTGAGE,Charged Off
35000.0,60,26.57,F,F5,80000.0,27.96,debt_consolidation,OWN,Fully Paid
23000.0,60,17.27,D,D2,50000.0,28.88,debt_consolidation,MORTGAGE,Fully Paid
26325.0,60,18.55,E,E2,63000.0,26.69,debt_consolidation,MORTGAGE,Fully Paid
25000.0,60,24.5,F,F3,67000.0,31.84,debt_consolidation,MORTGAGE,Charged Off
19200.0,60,8.39,B,B1,78000.0,13.03,debt_consolidation,OWN,Fully Paid
35000.0,36,16.55,D,D2,350000.0,10.92,home_improvement,MORTGAGE,Fully Paid
13350.0,36,20.99,E,E5,39326.3,24.08,other,OWN,Fully Paid
5000.0,36,7.39,A,A4,83000.0,12.61,debt_consolidation,OWN,Fully Paid
12000.0,36,11.47,B,B5,73000.0,28.93,debt_consolidation,MORTGAGE,Fully Paid
2000.0,36,23.43,F,F1,45000.0,18.19,other,RENT,Fully Paid
19000.0,60,12.49,B,B5,82000.0,19.14,debt_consolidation,RENT,Fully Paid
6675.0,36,25.8,G,G1,37700.0,32.16,car,RENT,Charged Off
10000.0,36,10.78,B,B4,52000.0,22.62,debt_consolidation,RENT,Fully Paid
10000.0,36,20.49,E,E1,45000.0,19.65,debt_consolidation,RENT,Fully Paid
33425.0,60,20.49,E,E1,75000.0,21.66,debt_consolidation,RENT,Charged Off
15000.0,36,28.72,F,F1,64051.0,26.57,debt_consolidation,RENT,Charged Off
18000.0,60,26.57,F,F5,77274.25,26.43,debt_consolidation,MORTGAGE,Fully Paid
13000.0,60,18.06,D,D2,72000.0,30.38,debt_consolidation,MORTGAGE,Fully Paid
13200.0,60,18.99,D,D3,109000.0,18.08,debt_consolidation,OWN,Fully Paid
2000.0,36,10.08,B,B1,57500.0,27.75,debt_consolidation,RENT,Fully Paid
21000.0,60,25.57,F,F5,70000.0,22.18,debt_consolidation,MORTGAGE,Charged Off
5600.0,36,12.79,C,C1,240000.0,19.21,debt_consolidation,MORTGAGE,Charged Off
8000.0,36,12.74,C,C1,60000.0,20.04,debt_consolidation,RENT,Fully Paid
7625.0,36,30.84,G,G2,49000.0,14.48,debt_consolidation,MORTGAGE,Charged Off
6000.0,36,7.89,A,A5,42000.0,26.31,debt_consolidation,OWN,Charged Off
15000.0,36,13.67,C,C3,83000.0,14.95,debt_consolidation,MORTGAGE,Fully Paid
16000.0,60,15.61,D,D1,75000.0,30.27,debt_consolidation,MORTGAGE,Fully Paid
16650.0,60,24.11,F,F2,67000.0,36.5,debt_consolidation,MORTGAGE,Fully Paid
8000.0,36,13.49,C,C2,55000.0,15.45,debt_consolidation,RENT,Charged Off
16000.0,60,22.95,F,F1,60000.0,17.32,debt_consolidation,MORTGAGE,Fully Paid
25000.0,36,7.89,A,A5,125000.0,21.8,debt_consolidation,MORTGAGE,Charged Off
6500.0,36,17.77,D,D1,125000.0,11.37,debt_consolidation,RENT,Fully Paid
2875.0,36,11.14,B,B2,56125.0,15.89,credit_card,RENT,Fully Paid
20000.0,36,10.75,B,B4,95000.0,7.76,debt_consolidation,RENT,Fully Paid
20000.0,36,13.67,B,B5,120000.0,23.52,debt_consolidation,MORTGAGE,Fully Paid
19775.0,60,21.99,F,F1,43000.0,22.66,home_improvement,RENT,Charged Off
20675.0,60,24.99,F,F4,47000.0,14.43,credit_card,RENT,Fully Paid
10000.0,36,11.99,C,C1,35000.0,29.77,credit_card,RENT,Charged Off
10000.0,60,17.57,D,D4,35000.0,14.71,credit_card,RENT,Fully Paid
24125.0,36,9.17,B,B2,117000.0,25.27,debt_consolidation,MORTGAGE,Fully Paid
13000.0,60,20.49,E,E1,45000.0,20.16,debt_consolidation,OWN,Fully Paid
15000.0,36,11.44,B,B4,50000.0,30.77,debt_consolidation,RENT,Charged Off
10825.0,60,27.31,G,G2,23000.0,20.51,debt_consolidation,MORTGAGE,Charged Off
12000.0,36,7.89,A,A5,137250.0,10.73,debt_consolidation,MORTGAGE,Fully Paid
5000.0,36,12.79,C,C1,27700.0,7.89,debt_consolidation,MORTGAGE,Fully Paid
7300.0,36,16.78,C,C5,40000.0,33.57,debt_consolidation,RENT,Fully Paid
25000.0,36,11.99,C,C1,162000.0,21.72,debt_consolidation,MORTGAGE,Fully Paid
8000.0,36,6.68,A,A3,35000.0,14.64,car,RENT,Fully Paid
23500.0,60,24.11,F,F2,56000.0,23.38,debt_consolidation,RENT,Fully Paid
12000.0,60,17.57,D,D4,59800.0,10.78,credit_card,MORTGAGE,Charged Off
8400.0,36,23.4,E,E5,42000.0,20.4,other,RENT,Fully Paid
10300.0,36,15.61,D,D1,40000.0,22.83,debt_consolidation,RENT,Fully Paid
10000.0,36,8.18,B,B1,41340.0,6.07,debt_consolidation,RENT,Charged Off
10000.0,60,15.31,C,C4,45000.0,14.45,debt_consolidation,RENT,Fully Paid
3600.0,36,12.62,C,C1,55000.0,8.07,debt_consolidation,MORTGAGE,Fully Paid
5000.0,36,13.99,C,C3,34000.0,6.67,credit_card,RENT,Fully Paid
2000.0,36,13.18,C,C3,109000.0,12.4,other,OWN,Fully Paid
1500.0,36,23.7,F,F1,41100.0,23.59,debt_consolidation,RENT,Fully Paid
8000.0,36,7.89,A,A5,35000.0,28.09,debt_consolidation,RENT,Fully Paid
17000.0,36,5.32,A,A1,93000.0,5.82,debt_consolidation,MORTGAGE,Fully Paid
4000.0,36,10.91,B,B4,81000.0,2.21,other,MORTGAGE,Fully Paid
6250.0,36,12.12,B,B3,23000.0,19.57,debt_consolidation,RENT,Fully Paid
23350.0,60,23.5,F,F1,65000.0,24.26,debt_consolidation,MORTGAGE,Fully Paid
3000.0,36,12.69,C,C2,32000.0,5.63,other,RENT,Fully Paid
25000.0,60,14.08,C,C3,120000.0,3.54,debt_consolidation,MORTGAGE,Charged Off
10000.0,36,9.17,B,B1,100000.0,16.49,debt_consolidation,OWN,Fully Paid
12800.0,60,20.0,D,D4,109000.0,5.78,credit_card,MORTGAGE,Fully Paid
2500.0,36,8.18,B,B1,120000.0,15.81,debt_consolidation,MORTGAGE,Fully Paid
35000.0,36,13.33,C,C3,100000.0,12.72,credit_card,MORTGAGE,Fully Paid
30000.0,60,25.8,G,G1,115000.0,17.71,credit_card,RENT,Fully Paid
6000.0,36,20.99,E,E1,77767.0,7.75,home_improvement,RENT,Fully Paid
19125.0,60,25.8,G,G1,55000.0,26.51,other,MORTGAGE,Fully Paid
3000.0,36,24.24,F,F3,54000.0,13.27,debt_consolidation,MORTGAGE,Fully Paid
28000.0,60,21.99,F,F1,130000.0,16.75,debt_consolidation,MORTGAGE,Fully Paid
24000.0,60,20.2,E,E3,90000.0,5.43,debt_consolidation,RENT,Fully Paid
15000.0,60,8.18,B,B1,108000.0,8.16,credit_card,MORTGAGE,Charged Off
15000.0,36,18.25,D,D3,45000.0,15.33,credit_card,MORTGAGE,Fully Paid
20000.0,36,6.89,A,A3,80000.0,8.11,debt_consolidation,RENT,Fully Paid
17000.0,36,6.03,A,A1,81293.0,17.65,credit_card,MORTGAGE,Fully Paid
9000.0,36,6.99,A,A2,45000.0,11.25,credit_card,RENT,Fully Paid
24000.0,36,5.32,A,A1,110000.0,15.56,debt_consolidation,MORTGAGE,Fully Paid
7750.0,36,9.17,B,B1,65000.0,25.41,debt_consolidation,MORTGAGE,Fully Paid
7000.0,36,6.03,A,A1,65000.0,3.24,credit_card,MORTGAGE,Fully Paid
35000.0,36,12.62,C,C1,79200.0,16.04,home_improvement,MORTGAGE,Fully Paid
17000.0,36,13.99,C,C4,48000.0,36.63,debt_consolidation,OWN,Fully Paid
10000.0,60,14.3,C,C1,72000.0,19.08,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,8.39,B,B1,80073.0,21.43,debt_consolidation,MORTGAGE,Fully Paid
35000.0,60,22.99,F,F2,125000.0,17.64,debt_consolidation,MORTGAGE,Charged Off
24000.0,60,13.99,C,C3,76000.0,15.02,debt_consolidation,MORTGAGE,Fully Paid
12800.0,36,24.85,E,E3,21000.0,37.09,debt_consolidation,RENT,Charged Off
10750.0,36,6.89,A,A3,118000.0,11.16,credit_card,RENT,Fully Paid
13000.0,36,12.99,C,C1,50000.0,33.46,credit_card,OWN,Fully Paid
4550.0,36,16.29,D,D1,72000.0,18.62,debt_consolidation,MORTGAGE,Fully Paid
21000.0,60,14.08,C,C3,66000.0,14.62,debt_consolidation,MORTGAGE,Fully Paid
18825.0,36,16.78,C,C5,43000.0,20.12,credit_card,MORTGAGE,Fully Paid
10850.0,60,28.34,G,G3,65000.0,30.93,debt_consolidation,RENT,Fully Paid
21000.0,36,19.99,E,E1,180000.0,17.43,debt_consolidation,OWN,Fully Paid
35000.0,60,19.24,E,E2,95500.0,32.94,credit_card,MORTGAGE,Charged Off
30000.0,60,25.83,G,G2,95000.0,32.07,debt_consolidation,RENT,Fully Paid
31200.0,60,18.99,D,D3,65000.0,22.29,debt_consolidation,MORTGAGE,Fully Paid
12800.0,36,7.88,A,A5,63000.0,5.39,credit_card,OWN,Fully Paid
7475.0,36,19.99,E,E1,24000.0,10.85,credit_card,RENT,Fully Paid
10000.0,36,10.99,B,B4,100000.0,29.56,small_business,MORTGAGE,Fully Paid
16000.0,36,17.77,D,D1,45930.0,29.88,debt_consolidation,RENT,Fully Paid
35000.0,36,16.99,D,D3,185000.0,21.62,debt_consolidation,MORTGAGE,Fully Paid
6000.0,36,11.99,B,B3,52000.0,19.02,home_improvement,MORTGAGE,Fully Paid
13000.0,36,19.05,D,D4,40000.0,33.36,debt_consolidation,RENT,Fully Paid
4000.0,36,23.4,E,E1,43000.0,18.0,other,RENT,Fully Paid
20000.0,60,17.86,D,D5,53000.0,23.8,home_improvement,MORTGAGE,Fully Paid
6400.0,36,23.88,E,E2,50000.0,17.0,credit_card,RENT,Fully Paid
2000.0,36,11.48,B,B5,18000.0,16.47,debt_consolidation,RENT,Fully Paid
9900.0,36,22.45,E,E5,53200.0,35.55,debt_consolidation,MORTGAGE,Charged Off
14600.0,60,21.48,E,E2,36500.0,16.61,debt_consolidation,MORTGAGE,Fully Paid
24000.0,60,30.75,F,F5,56780.0,22.26,debt_consolidation,MORTGAGE,Fully Paid
8000.0,36,15.61,C,C3,24000.0,32.9,debt_consolidation,RENT,Fully Paid
3600.0,36,12.99,C,C2,52000.0,12.44,debt_consolidation,RENT,Fully Paid
6000.0,36,23.99,E,E2,38400.0,29.31,debt_consolidation,RENT,Fully Paid
14000.0,36,7.39,A,A4,50000.0,31.85,credit_card,MORTGAGE,Fully Paid
21000.0,36,8.39,A,A5,65000.0,19.15,credit_card,OWN,Fully Paid
20000.0,36,18.45,D,D2,71000.0,16.08,debt_consolidation,RENT,Charged Off
12000.0,36,11.49,B,B5,170000.0,19.48,credit_card,OWN,Fully Paid
8400.0,36,12.69,C,C2,44960.0,17.0,other,MORTGAGE,Fully Paid
7500.0,36,20.99,E,E4,25000.0,20.74,debt_consolidation,OWN,Fully Paid
16000.0,36,8.24,B,B1,75000.0,4.13,debt_consolidation,MORTGAGE,Fully Paid
9000.0,36,11.67,B,B4,44200.0,6.6,debt_consolidation,RENT,Fully Paid
21000.0,60,14.49,C,C4,75000.0,22.86,debt_consolidation,RENT,Fully Paid
23200.0,60,15.61,C,C4,69800.0,29.38,debt_consolidation,RENT,Charged Off
12000.0,60,22.74,E,E1,37000.0,34.12,debt_consolidation,RENT,Charged Off
12000.0,60,28.69,F,F1,64500.0,9.66,home_improvement,MORTGAGE,Fully Paid
8000.0,36,13.67,C,C4,118000.0,16.84,debt_consolidation,MORTGAGE,Fully Paid
10000.0,60,16.55,D,D2,42000.0,33.86,debt_consolidation,RENT,Charged Off
12000.0,36,7.89,A,A5,45000.0,19.92,debt_consolidation,RENT,Fully Paid
23000.0,36,13.99,C,C3,72000.0,13.24,debt_consolidation,RENT,Fully Paid
6000.0,36,11.67,B,B4,45000.0,13.23,debt_consolidation,MORTGAGE,Fully Paid
20000.0,60,14.31,C,C4,190000.0,16.22,debt_consolidation,MORTGAGE,Fully Paid
32200.0,36,13.99,C,C4,82742.8,15.13,debt_consolidation,MORTGAGE,Fully Paid
13775.0,60,22.99,F,F2,61800.0,33.63,debt_consolidation,MORTGAGE,Fully Paid
20000.0,36,13.67,C,C3,75000.0,26.96,debt_consolidation,RENT,Charged Off
7200.0,36,11.11,B,B5,35000.0,7.71,credit_card,OWN,Fully Paid
29075.0,60,22.47,E,E5,72000.0,28.43,debt_consolidation,MORTGAGE,Charged Off
4500.0,36,7.49,A,A4,37136.0,26.5,major_purchase,RENT,Fully Paid
5000.0,36,12.29,C,C1,65911.0,29.08,debt_consolidation,RENT,Fully Paid
13000.0,36,11.55,B,B3,58000.0,26.15,debt_consolidation,MORTGAGE,Fully Paid
5425.0,36,16.99,D,D3,15084.0,38.27,debt_consolidation,RENT,Fully Paid
8000.0,36,10.42,B,B3,48000.0,23.0,debt_consolidation,RENT,Fully Paid
12800.0,60,21.99,E,E4,32000.0,18.11,debt_consolidation,MORTGAGE,Charged Off
32300.0,60,28.67,G,G4,85000.0,26.49,debt_consolidation,MORTGAGE,Charged Off
9550.0,36,12.99,B,B5,62000.0,7.78,debt_consolidation,MORTGAGE,Charged Off
12000.0,36,9.16,B,B2,60000.0,37.08,debt_consolidation,RENT,Fully Paid
25000.0,60,17.27,D,D2,70000.0,29.44,debt_consolidation,MORTGAGE,Fully Paid
7000.0,36,9.49,B,B2,24000.0,13.7,debt_consolidation,RENT,Fully Paid
5000.0,36,9.71,B,B1,73000.0,33.38,debt_consolidation,OWN,Fully Paid
11075.0,60,30.89,G,G3,53000.0,3.35,car,MORTGAGE,Fully Paid
30000.0,60,26.3,E,E5,48000.0,26.25,other,RENT,Charged Off
4300.0,36,8.18,B,B1,53000.0,20.24,credit_card,RENT,Fully Paid
2400.0,36,11.86,B,B5,49032.0,22.81,debt_consolidation,MORTGAGE,Fully Paid
15000.0,36,5.32,A,A1,93000.0,3.74,credit_card,MORTGAGE,Fully Paid
4000.0,36,9.16,B,B2,18000.0,3.07,debt_consolidation,RENT,Fully Paid
5000.0,36,6.49,A,A2,60000.0,16.46,credit_card,MORTGAGE,Fully Paid
24000.0,36,12.39,C,C1,67000.0,15.91,credit_card,MORTGAGE,Fully Paid
25000.0,36,21.49,D,D5,70000.0,24.57,debt_consolidation,RENT,Fully Paid
32000.0,60,14.99,C,C5,90000.0,25.27,debt_consolidation,MORTGAGE,Fully Paid
18750.0,60,19.52,E,E2,47000.0,28.6,debt_consolidation,RENT,Fully Paid
23000.0,60,15.05,C,C4,187500.0,7.82,debt_consolidation,RENT,Fully Paid
9000.0,36,15.99,C,C5,60133.0,34.13,debt_consolidation,RENT,Fully Paid
16350.0,36,30.94,G,G4,55000.0,27.36,debt_consolidation,MORTGAGE,Charged Off
13725.0,36,7.39,A,A4,112500.0,16.54,debt_consolidation,MORTGAGE,Fully Paid
12000.0,60,21.18,E,E3,54000.0,23.38,credit_card,MORTGAGE,Fully Paid
7200.0,36,6.83,A,A3,64000.0,36.94,major_purchase,MORTGAGE,Fully Paid
10000.0,36,7.49,A,A4,25000.0,7.49,debt_consolidation,OWN,Fully Paid
10000.0,36,8.9,A,A5,55000.0,11.32,major_purchase,RENT,Fully Paid
11375.0,60,17.57,D,D4,58000.0,19.99,small_business,MORTGAGE,Charged Off
10000.0,36,9.17,B,B1,70000.0,9.99,credit_card,RENT,Fully Paid
10000.0,36,7.21,A,A3,85000.0,24.81,credit_card,RENT,Fully Paid
10000.0,60,19.03,D,D3,145000.0,5.69,debt_consolidation,RENT,Charged Off
12000.0,60,28.69,F,F1,65000.0,19.77,debt_consolidation,MORTGAGE,Fully Paid
4650.0,36,20.99,E,E5,49000.0,23.07,other,RENT,Fully Paid
6500.0,36,12.73,C,C1,43000.0,11.39,debt_consolidation,RENT,Fully Paid
10600.0,36,15.61,C,C5,85000.0,20.95,debt_consolidation,MORTGAGE,Fully Paid
19475.0,60,25.57,F,F5,58000.0,17.09,debt_consolidation,MORTGAGE,Charged Off
20000.0,36,13.49,C,C2,116000.0,21.42,debt_consolidation,OWN,Fully Paid
6000.0,36,13.67,C,C4,45000.0,22.69,other,OWN,Charged Off
12000.0,36,8.19,A,A5,81000.0,19.97,debt_consolidation,MORTGAGE,Fully Paid
10000.0,60,21.49,D,D5,36500.0,20.62,credit_card,OWN,Fully Paid
20000.0,36,7.9,A,A4,48500.0,19.06,debt_consolidation,OWN,Fully Paid
3600.0,36,9.75,B,B3,53000.0,14.54,debt_consolidation,MORTGAGE,Charged Off
24000.0,60,9.49,B,B2,72000.0,23.47,debt_consolidation,MORTGAGE,Fully Paid
17625.0,36,18.99,D,D4,49046.88,37.19,debt_consolidation,MORTGAGE,Charged Off
16950.0,60,25.89,G,G3,50000.0,27.8,debt_consolidation,OWN,Charged Off
2975.0,36,16.99,D,D3,15792.0,8.89,debt_consolidation,RENT,Fully Paid
28000.0,36,7.35,A,A4,135000.0,9.8,debt_consolidation,MORTGAGE,Fully Paid
10675.0,36,16.29,D,D1,38000.0,20.72,debt_consolidation,MORTGAGE,Charged Off
20000.0,36,21.6,E,E3,62000.0,8.88,medical,MORTGAGE,Fully Paid
2400.0,36,11.99,B,B5,53000.0,12.82,debt_consolidation,RENT,Fully Paid
3600.0,36,5.32,A,A1,96000.0,15.4,home_improvement,MORTGAGE,Charged Off
32000.0,36,10.42,B,B3,145000.0,12.17,credit_card,OWN,Fully Paid
1000.0,36,19.03,D,D3,40000.0,9.81,medical,RENT,Charged Off
8600.0,36,5.99,A,A2,130000.0,11.38,debt_consolidation,MORTGAGE,Fully Paid
20000.0,36,18.25,E,E1,40000.0,16.14,debt_consolidation,MORTGAGE,Fully Paid
30000.0,36,12.99,B,B5,225000.0,7.6,credit_card,MORTGAGE,Charged Off
16000.0,36,7.26,A,A4,62760.0,14.38,debt_consolidation,RENT,Fully Paid
27975.0,60,25.8,G,G1,70000.0,13.24,other,OWN,Fully Paid
12350.0,60,23.13,F,F1,30000.0,29.6,debt_consolidation,OWN,Charged Off
31500.0,60,30.94,G,G4,75000.0,12.98,debt_consolidation,MORTGAGE,Charged Off
15600.0,60,18.84,E,E2,48000.0,23.85,credit_card,MORTGAGE,Fully Paid
32000.0,60,23.88,E,E2,55000.0,24.29,home_improvement,MORTGAGE,Fully Paid
6500.0,36,12.69,C,C2,55000.0,11.96,other,RENT,Fully Paid
3600.0,36,15.31,C,C5,81000.0,35.6,other,OWN,Fully Paid
16000.0,36,11.47,B,B5,93000.0,18.57,other,MORTGAGE,Fully Paid
6000.0,36,8.39,B,B1,150000.0,19.17,debt_consolidation,RENT,Fully Paid
9000.0,36,7.62,A,A3,92500.0,15.25,debt_consolidation,MORTGAGE,Fully Paid
3000.0,36,19.03,D,D3,18000.0,13.07,other,OWN,Charged Off
30000.0,60,22.99,F,F2,91000.0,15.39,home_improvement,OWN,Charged Off
13000.0,36,5.32,A,A1,148000.0,8.86,major_purchase,MORTGAGE,Fully Paid
5000.0,36,15.8,C,C3,37500.0,17.31,debt_consolidation,RENT,Fully Paid
12325.0,60,27.34,G,G1,35000.0,26.3,credit_card,RENT,Fully Paid
35000.0,36,16.29,D,D1,122000.0,6.05,home_improvement,RENT,Fully Paid
21000.0,60,22.45,F,F1,55000.0,28.08,debt_consolidation,RENT,Charged Off
15400.0,60,20.99,E,E5,35000.0,21.36,credit_card,RENT,Fully Paid
10000.0,36,12.39,C,C1,32000.0,9.9,debt_consolidation,RENT,Fully Paid
32000.0,60,16.46,C,C5,100000.0,22.03,home_improvement,MORTGAGE,Fully Paid
1000.0,36,7.4,A,A2,107000.0,0.96,home_improvement,MORTGAGE,Fully Paid
3000.0,36,8.99,B,B1,100000.0,20.95,debt_consolidation,OWN,Fully Paid
2400.0,36,13.99,C,C3,13600.0,34.33,car,OWN,Fully Paid
16000.0,36,6.49,A,A2,156000.0,18.48,credit_card,RENT,Fully Paid
15000.0,36,13.68,C,C1,82000.0,16.98,debt_consolidation,MORTGAGE,Fully Paid
20000.0,36,10.99,B,B4,54000.0,8.16,debt_consolidation,RENT,Fully Paid
12000.0,60,17.1,C,C5,72000.0,17.23,debt_consolidation,OWN,Fully Paid
15000.0,36,13.99,C,C3,92000.0,17.28,other,MORTGAGE,Fully Paid
4000.0,36,12.49,B,B5,35000.0,29.71,other,RENT,Fully Paid
21000.0,36,19.52,D,D4,62800.0,26.73,debt_consolidation,RENT,Charged Off
19200.0,60,16.99,D,D1,137000.0,27.6,debt_consolidation,MORTGAGE,Charged Off
22000.0,36,9.49,B,B2,65420.0,32.61,credit_card,RENT,Charged Off
10000.0,36,12.12,B,B3,60000.0,16.1,debt_consolidation,RENT,Fully Paid
30375.0,60,23.43,F,F1,72500.0,25.79,debt_consolidation,MORTGAGE,Fully Paid
9600.0,36,7.62,A,A3,45500.0,21.34,credit_card,MORTGAGE,Fully Paid
10000.0,60,25.69,F,F1,95000.0,10.86,credit_card,MORTGAGE,Fully Paid
24000.0,36,9.75,B,B3,200000.0,27.41,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,10.99,B,B4,48000.0,18.98,debt_consolidation,MORTGAGE,Fully Paid
28000.0,60,12.99,B,B5,70000.0,18.41,debt_consolidation,MORTGAGE,Fully Paid
3050.0,36,12.12,B,B3,295000.0,2.58,home_improvement,RENT,Fully Paid
16725.0,60,22.74,E,E1,53000.0,18.32,debt_consolidation,MORTGAGE,Charged Off
15375.0,36,17.97,D,D4,55000.0,21.91,debt_consolidation,MORTGAGE,Fully Paid
20950.0,60,24.11,F,F2,60000.0,24.0,debt_consolidation,RENT,Charged Off
23000.0,60,18.84,E,E2,93000.0,11.89,debt_consolidation,RENT,Charged Off
33100.0,36,23.99,E,E2,72000.0,26.38,debt_consolidation,MORTGAGE,Charged Off
16000.0,60,19.99,E,E4,60000.0,27.58,debt_consolidation,MORTGAGE,Charged Off
15500.0,60,30.79,G,G1,130000.0,26.88,debt_consolidation,MORTGAGE,Charged Off
20000.0,36,11.49,B,B5,92000.0,7.88,debt_consolidation,OWN,Fully Paid
5000.0,36,6.99,A,A3,61000.0,30.53,debt_consolidation,MORTGAGE,Fully Paid
25000.0,60,20.2,E,E3,135000.0,14.61,home_improvement,MORTGAGE,Fully Paid
12000.0,60,13.33,C,C3,50500.0,31.89,debt_consolidation,MORTGAGE,Fully Paid
6000.0,36,6.49,A,A2,60000.0,13.9,credit_card,RENT,Fully Paid
6000.0,36,23.4,E,E1,49200.0,23.68,debt_consolidation,MORTGAGE,Fully Paid
9500.0,36,10.64,B,B2,65000.0,6.74,debt_consolidation,RENT,Fully Paid
5000.0,36,19.03,D,D3,90000.0,2.75,debt_consolidation,MORTGAGE,Charged Off
14025.0,60,24.99,F,F4,35360.0,23.86,debt_consolidation,OWN,Fully Paid
3600.0,36,18.54,E,E1,55000.0,9.51,other,MORTGAGE,Fully Paid
20000.0,36,14.31,C,C4,100000.0,15.24,debt_consolidation,MORTGAGE,Fully Paid
12500.0,36,16.29,D,D2,60000.0,24.02,debt_consolidation,MORTGAGE,Fully Paid
16500.0,36,17.99,D,D2,42000.0,48.2,debt_consolidation,MORTGAGE,Charged Off
8400.0,36,15.61,D,D1,50000.0,21.94,debt_consolidation,MORTGAGE,Fully Paid
17500.0,60,19.99,D,D4,86700.0,16.66,debt_consolidation,MORTGAGE,Fully Paid
20550.0,36,17.27,D,D3,70000.0,29.21,debt_consolidation,RENT,Fully Paid
11075.0,36,18.49,E,E2,41000.0,25.85,credit_card,RENT,Charged Off
8900.0,36,16.02,C,C5,57000.0,15.28,other,MORTGAGE,Fully Paid
6075.0,36,21.15,E,E2,68750.0,9.43,medical,RENT,Charged Off
11500.0,36,5.32,A,A1,170000.0,13.28,medical,MORTGAGE,Fully Paid
10000.0,36,11.47,B,B5,42000.0,38.11,debt_consolidation,RENT,Charged Off
11000.0,36,7.34,A,A4,130500.0,11.35,credit_card,MORTGAGE,Fully Paid
30000.0,60,24.89,F,F4,98500.0,11.76,home_improvement,RENT,Fully Paid
4800.0,36,13.33,C,C3,35000.0,16.39,debt_consolidation,MORTGAGE,Fully Paid
15000.0,36,12.88,C,C2,79500.0,15.08,debt_consolidation,MORTGAGE,Fully Paid
16000.0,36,16.02,C,C5,95000.0,22.44,debt_consolidation,MORTGAGE,Fully Paid
28000.0,36,7.26,A,A4,90000.0,16.41,credit_card,MORTGAGE,Fully Paid
27300.0,60,20.99,E,E3,55200.0,18.73,debt_consolidation,MORTGAGE,Charged Off
14400.0,36,6.68,A,A3,96000.0,22.0,debt_consolidation,RENT,Fully Paid
14000.0,60,9.99,B,B3,70116.0,26.85,debt_consolidation,MORTGAGE,Fully Paid
18225.0,60,19.52,E,E2,80000.0,20.9,debt_consolidation,MORTGAGE,Fully Paid
7000.0,36,7.35,A,A4,62400.0,19.79,credit_card,RENT,Fully Paid
18000.0,60,18.99,E,E3,45000.0,24.84,debt_consolidation,RENT,Fully Paid
23000.0,36,23.88,E,E2,110000.0,25.08,debt_consolidation,MORTGAGE,Fully Paid
16325.0,36,6.49,A,A2,44848.0,16.58,debt_consolidation,RENT,Fully Paid
7800.0,36,11.99,C,C1,38000.0,33.7,debt_consolidation,OWN,Fully Paid
35000.0,36,14.49,C,C4,210000.0,13.42,debt_consolidation,MORTGAGE,Fully Paid
20000.0,60,18.99,D,D4,110000.0,23.51,debt_consolidation,MORTGAGE,Fully Paid
17100.0,36,25.29,E,E5,45000.0,14.62,home_improvement,MORTGAGE,Fully Paid
15000.0,36,8.38,B,B1,120000.0,27.57,debt_consolidation,RENT,Fully Paid
35000.0,60,18.24,D,D5,370000.0,4.29,debt_consolidation,OWN,Fully Paid
15000.0,36,14.09,B,B5,41000.0,20.34,debt_consolidation,RENT,Fully Paid
14800.0,60,17.99,D,D2,39000.0,9.29,credit_card,RENT,Charged Off
11200.0,36,5.32,A,A1,150000.0,13.93,credit_card,OWN,Fully Paid
36000.0,36,5.32,A,A1,750000.0,6.06,credit_card,MORTGAGE,Fully Paid
7000.0,36,6.62,A,A2,66566.4,27.42,major_purchase,MORTGAGE,Fully Paid
35000.0,36,16.99,D,D1,105000.0,22.4,debt_consolidation,OWN,Fully Paid
4675.0,36,13.99,C,C3,24000.0,15.8,other,RENT,Fully Paid
15000.0,36,15.61,D,D1,63500.0,22.62,debt_consolidation,MORTGAGE,Fully Paid
27275.0,60,20.99,E,E5,75000.0,25.12,debt_consolidation,MORTGAGE,Fully Paid
